query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank0007_ca6_proteinbinders_3501_A,AF-O45040-F1-model_v6,0.261,342,0.994,0.874,4.902e-25,998,O45040
rank0007_ca6_proteinbinders_3501_A,AF-P54313-F1-model_v6,0.267,342,0.994,0.874,4.039e-25,997,P54313
rank0007_ca6_proteinbinders_3501_A,AF-Q61011-F1-model_v6,0.264,342,0.994,0.874,3.021e-25,995,Q61011
rank0007_ca6_proteinbinders_3501_A,AF-P79959-F1-model_v6,0.279,342,0.994,0.874,4.45e-25,995,P79959
rank0007_ca6_proteinbinders_3501_A,AF-O35353-F1-model_v6,0.264,342,0.994,0.874,4.902e-25,994,O35353
rank0007_ca6_proteinbinders_3501_A,AF-P78706-F1-model_v6,0.352,344,1.0,0.523,2.4400000000000003e-26,994,P78706
rank0007_ca6_proteinbinders_3501_A,AF-P29387-F1-model_v6,0.264,342,0.994,0.874,5.4e-25,992,P29387
rank0007_ca6_proteinbinders_3501_A,AF-P16520-F1-model_v6,0.264,342,0.994,0.874,3.848e-25,992,P16520
rank0007_ca6_proteinbinders_3501_A,AF-Q96DI7-F1-model_v6,0.299,338,0.983,0.832,9.011e-26,992,Q96DI7
rank0007_ca6_proteinbinders_3501_A,AF-P53699-F1-model_v6,0.277,354,0.974,0.518,1.063e-24,992,P53699
rank0007_ca6_proteinbinders_3501_A,AF-P79147-F1-model_v6,0.261,342,0.994,0.874,5.4e-25,991,P79147
rank0007_ca6_proteinbinders_3501_A,AF-P62874-F1-model_v6,0.273,342,0.994,0.874,6.244000000000001e-25,991,P62874
rank0007_ca6_proteinbinders_3501_A,AF-Q5RF51-F1-model_v6,0.296,338,0.983,0.832,1.042e-25,991,Q5RF51
rank0007_ca6_proteinbinders_3501_A,AF-P26308-F1-model_v6,0.264,342,0.994,0.874,6.244000000000001e-25,985,P26308
rank0007_ca6_proteinbinders_3501_A,AF-P62879-F1-model_v6,0.267,342,0.994,0.874,8.761e-25,984,P62879
rank0007_ca6_proteinbinders_3501_A,AF-P52287-F1-model_v6,0.258,342,0.994,0.874,7.577000000000001e-25,984,P52287
rank0007_ca6_proteinbinders_3501_A,AF-Q5JTN6-F1-model_v6,0.352,326,0.948,0.882,7.577000000000001e-25,983,Q5JTN6
rank0007_ca6_proteinbinders_3501_A,AF-P54311-F1-model_v6,0.273,342,0.994,0.874,1.063e-24,983,P54311
rank0007_ca6_proteinbinders_3501_A,AF-Q08706-F1-model_v6,0.264,342,0.994,0.871,6.244000000000001e-25,983,Q08706
rank0007_ca6_proteinbinders_3501_A,AF-Q9HAV0-F1-model_v6,0.267,342,0.994,0.874,1.013e-24,982,Q9HAV0
rank0007_ca6_proteinbinders_3501_A,AF-P62871-F1-model_v6,0.273,342,0.994,0.874,1.116e-24,982,P62871
rank0007_ca6_proteinbinders_3501_A,AF-P62873-F1-model_v6,0.273,342,0.994,0.874,1.116e-24,982,P62873
rank0007_ca6_proteinbinders_3501_A,AF-Q32LN7-F1-model_v6,0.283,342,0.994,0.98,1.229e-24,979,Q32LN7
rank0007_ca6_proteinbinders_3501_A,AF-P62872-F1-model_v6,0.273,342,0.994,0.874,1.421e-24,978,P62872
rank0007_ca6_proteinbinders_3501_A,AF-Q4V7A0-F1-model_v6,0.28,342,0.994,0.98,7.577000000000001e-25,977,Q4V7A0
rank0007_ca6_proteinbinders_3501_A,AF-B7FNU7-F1-model_v6,0.3,341,0.991,0.727,6.74e-26,976,B7FNU7
rank0007_ca6_proteinbinders_3501_A,AF-Q2HJH6-F1-model_v6,0.308,338,0.983,0.83,4.239e-25,975,Q2HJH6
rank0007_ca6_proteinbinders_3501_A,AF-Q8TC44-2-F1-model_v6,0.414,250,0.727,0.555,9.575e-23,975,Q8TC44-2
rank0007_ca6_proteinbinders_3501_A,AF-Q4P9P9-F1-model_v6,0.309,341,0.991,0.753,5.829e-26,973,Q4P9P9
rank0007_ca6_proteinbinders_3501_A,AF-P23232-F1-model_v6,0.25,342,0.994,0.871,1.9e-24,971,P23232
rank0007_ca6_proteinbinders_3501_A,AF-Q6PE01-F1-model_v6,0.311,338,0.983,0.83,6.553000000000001e-25,967,Q6PE01
rank0007_ca6_proteinbinders_3501_A,AF-Q6ZMY6-F1-model_v6,0.28,338,0.983,0.629,2.937e-24,967,Q6ZMY6
rank0007_ca6_proteinbinders_3501_A,AF-Q229Z6-F1-model_v6,0.28,342,0.994,0.484,1.421e-24,963,Q229Z6
rank0007_ca6_proteinbinders_3501_A,AF-P36408-F1-model_v6,0.261,340,0.988,0.85,3.927e-24,961,P36408
rank0007_ca6_proteinbinders_3501_A,AF-Q93134-F1-model_v6,0.309,344,1.0,0.978,6.878000000000001e-25,960,Q93134
rank0007_ca6_proteinbinders_3501_A,AF-Q10282-F1-model_v6,0.238,344,1.0,0.967,4.541e-24,959,Q10282
rank0007_ca6_proteinbinders_3501_A,AF-O42248-F1-model_v6,0.296,344,1.0,0.978,7.577000000000001e-25,958,O42248
rank0007_ca6_proteinbinders_3501_A,AF-O75529-F1-model_v6,0.318,304,0.782,0.516,8.282e-23,957,O75529
rank0007_ca6_proteinbinders_3501_A,AF-P63247-F1-model_v6,0.296,344,1.0,0.978,1.229e-24,950,P63247
rank0007_ca6_proteinbinders_3501_A,AF-O14435-F1-model_v6,0.272,342,0.994,0.833,4.541e-24,950,O14435
rank0007_ca6_proteinbinders_3501_A,AF-Q6PBY0-F1-model_v6,0.265,341,0.991,0.762,2.937e-24,950,Q6PBY0
rank0007_ca6_proteinbinders_3501_A,AF-P74598-F1-model_v6,0.303,336,0.977,0.825,7.367e-24,948,P74598
rank0007_ca6_proteinbinders_3501_A,AF-Q4R7Y4-F1-model_v6,0.296,344,1.0,0.978,1.644e-24,947,Q4R7Y4
rank0007_ca6_proteinbinders_3501_A,AF-P0CS46-F1-model_v6,0.283,288,0.837,0.399,7.732e-24,947,P0CS46
rank0007_ca6_proteinbinders_3501_A,AF-Q9ERF3-F1-model_v6,0.282,342,0.994,0.98,2.5399999999999998e-24,946,Q9ERF3
rank0007_ca6_proteinbinders_3501_A,AF-Q9SZQ5-F1-model_v6,0.328,310,0.852,0.966,1.566e-24,946,Q9SZQ5
rank0007_ca6_proteinbinders_3501_A,AF-O14775-F1-model_v6,0.267,341,0.991,0.762,2.799e-24,943,O14775
rank0007_ca6_proteinbinders_3501_A,AF-Q9GZS3-F1-model_v6,0.291,333,0.968,0.948,5.25e-24,939,Q9GZS3
rank0007_ca6_proteinbinders_3501_A,AF-Q6ZMY6-2-F1-model_v6,0.286,338,0.983,0.697,3.083e-24,939,Q6ZMY6-2
rank0007_ca6_proteinbinders_3501_A,AF-P38011-F1-model_v6,0.285,344,1.0,0.975,4.326e-24,937,P38011
rank0007_ca6_proteinbinders_3501_A,AF-A1L271-F1-model_v6,0.264,341,0.991,0.848,5.51e-24,935,A1L271
rank0007_ca6_proteinbinders_3501_A,AF-P62881-F1-model_v6,0.27,341,0.991,0.762,5.25e-24,934,P62881
rank0007_ca6_proteinbinders_3501_A,AF-Q10281-F1-model_v6,0.303,344,1.0,0.987,6.687e-24,933,Q10281
rank0007_ca6_proteinbinders_3501_A,AF-P62881-2-F1-model_v6,0.267,341,0.991,0.853,4.326e-24,933,P62881-2
rank0007_ca6_proteinbinders_3501_A,AF-Q9NSI6-F1-model_v6,0.266,371,0.997,0.16,1.162e-22,932,Q9NSI6
rank0007_ca6_proteinbinders_3501_A,AF-Q6PNB6-F1-model_v6,0.267,341,0.991,0.853,6.687e-24,931,Q6PNB6
rank0007_ca6_proteinbinders_3501_A,AF-Q01369-F1-model_v6,0.328,303,0.858,0.959,4.206e-23,929,Q01369
rank0007_ca6_proteinbinders_3501_A,AF-P63246-F1-model_v6,0.296,344,1.0,0.978,4.766e-24,929,P63246
rank0007_ca6_proteinbinders_3501_A,AF-Q5XIG8-F1-model_v6,0.228,338,0.983,0.82,9.384e-24,929,Q5XIG8
rank0007_ca6_proteinbinders_3501_A,AF-Q5ZL33-F1-model_v6,0.236,343,0.997,0.831,1.2539999999999999e-23,928,Q5ZL33
rank0007_ca6_proteinbinders_3501_A,AF-Q80ZD0-F1-model_v6,0.267,341,0.991,0.853,7.367e-24,928,Q80ZD0
rank0007_ca6_proteinbinders_3501_A,AF-Q9NFZ1-F1-model_v6,0.267,341,0.991,0.861,4.326e-24,927,Q9NFZ1
rank0007_ca6_proteinbinders_3501_A,AF-O14775-2-F1-model_v6,0.267,341,0.991,0.853,7.732e-24,927,O14775-2
rank0007_ca6_proteinbinders_3501_A,AF-P63243-F1-model_v6,0.296,344,1.0,0.978,1.492e-24,926,P63243
rank0007_ca6_proteinbinders_3501_A,AF-P62873-2-F1-model_v6,0.302,289,0.84,0.861,5.1039999999999997e-23,926,P62873-2
rank0007_ca6_proteinbinders_3501_A,AF-Q5RDY7-F1-model_v6,0.267,341,0.991,0.853,8.518e-24,926,Q5RDY7
rank0007_ca6_proteinbinders_3501_A,AF-Q91WQ5-F1-model_v6,0.312,316,0.814,0.537,9.575e-23,926,Q91WQ5
rank0007_ca6_proteinbinders_3501_A,AF-O18640-F1-model_v6,0.304,344,1.0,0.978,1.139e-23,925,O18640
rank0007_ca6_proteinbinders_3501_A,AF-P63245-F1-model_v6,0.296,344,1.0,0.978,1.566e-24,924,P63245
rank0007_ca6_proteinbinders_3501_A,AF-P63005-2-F1-model_v6,0.337,312,0.907,0.721,4.541e-24,923,P63005-2
rank0007_ca6_proteinbinders_3501_A,AF-G1SJB4-F1-model_v6,0.296,344,1.0,0.978,2.306e-24,920,G1SJB4
rank0007_ca6_proteinbinders_3501_A,AF-P68040-F1-model_v6,0.296,344,1.0,0.978,2.306e-24,918,P68040
rank0007_ca6_proteinbinders_3501_A,AF-P83774-F1-model_v6,0.307,344,1.0,0.972,1.0849999999999999e-23,918,P83774
rank0007_ca6_proteinbinders_3501_A,AF-Q39836-F1-model_v6,0.278,344,1.0,0.985,1.3819999999999998e-23,918,Q39836
rank0007_ca6_proteinbinders_3501_A,AF-O14170-F1-model_v6,0.273,354,0.991,0.504,1.5539999999999998e-22,918,O14170
rank0007_ca6_proteinbinders_3501_A,AF-O42249-F1-model_v6,0.288,344,1.0,0.978,3.742e-24,917,O42249
rank0007_ca6_proteinbinders_3501_A,AF-B8N9H4-F1-model_v6,0.319,349,0.988,0.767,1.229e-24,917,B8N9H4
rank0007_ca6_proteinbinders_3501_A,AF-D4DG66-F1-model_v6,0.311,350,0.855,0.759,4.634e-23,916,D4DG66
rank0007_ca6_proteinbinders_3501_A,AF-Q9Y3F4-F1-model_v6,0.225,342,0.994,0.829,2.353e-23,915,Q9Y3F4
rank0007_ca6_proteinbinders_3501_A,AF-Q8W1K8-F1-model_v6,0.326,344,1.0,0.905,1.995e-24,915,Q8W1K8
rank0007_ca6_proteinbinders_3501_A,AF-P49178-F1-model_v6,0.274,343,0.997,0.839,3.565e-24,915,P49178
rank0007_ca6_proteinbinders_3501_A,AF-D1ZEB4-F1-model_v6,0.333,347,0.988,0.754,3.021e-25,915,D1ZEB4
rank0007_ca6_proteinbinders_3501_A,AF-P63244-F1-model_v6,0.296,344,1.0,0.978,3.083e-24,914,P63244
rank0007_ca6_proteinbinders_3501_A,AF-Q9Z1Z2-F1-model_v6,0.228,342,0.994,0.829,2.592e-23,914,Q9Z1Z2
rank0007_ca6_proteinbinders_3501_A,AF-O14727-F1-model_v6,0.284,340,0.988,0.244,1.2539999999999999e-23,913,O14727
rank0007_ca6_proteinbinders_3501_A,AF-O15736-F1-model_v6,0.276,339,0.985,0.485,3.302e-23,912,O15736
rank0007_ca6_proteinbinders_3501_A,AF-P49177-F1-model_v6,0.277,341,0.991,0.836,1.522e-23,911,P49177
rank0007_ca6_proteinbinders_3501_A,AF-B8AP31-F1-model_v6,0.265,344,1.0,0.842,4.326e-24,911,B8AP31
rank0007_ca6_proteinbinders_3501_A,AF-O24076-F1-model_v6,0.283,344,1.0,0.985,1.5979999999999998e-23,910,O24076
rank0007_ca6_proteinbinders_3501_A,AF-Q6L4F8-F1-model_v6,0.291,344,1.0,0.964,1.76e-23,908,Q6L4F8
rank0007_ca6_proteinbinders_3501_A,AF-Q5E959-F1-model_v6,0.228,338,0.983,0.82,4.8629999999999996e-23,908,Q5E959
rank0007_ca6_proteinbinders_3501_A,AF-P56094-F1-model_v6,0.299,354,0.994,0.519,6.878000000000001e-25,908,P56094
rank0007_ca6_proteinbinders_3501_A,AF-Q39336-F1-model_v6,0.3,344,1.0,0.985,1.76e-23,907,Q39336
rank0007_ca6_proteinbinders_3501_A,AF-P69104-F1-model_v6,0.275,344,1.0,0.987,1.9389999999999998e-23,906,P69104
rank0007_ca6_proteinbinders_3501_A,AF-P49026-F1-model_v6,0.272,344,1.0,0.982,1.0849999999999999e-23,905,P49026
rank0007_ca6_proteinbinders_3501_A,AF-P29829-F1-model_v6,0.271,340,0.988,0.858,2.0349999999999998e-23,905,P29829
rank0007_ca6_proteinbinders_3501_A,AF-Q40507-F1-model_v6,0.268,341,0.991,0.84,2.242e-23,905,Q40507
rank0007_ca6_proteinbinders_3501_A,AF-C0S902-F1-model_v6,0.331,372,0.988,0.778,1.354e-24,904,C0S902
rank0007_ca6_proteinbinders_3501_A,AF-P69103-F1-model_v6,0.275,344,1.0,0.987,3.302e-23,903,P69103
rank0007_ca6_proteinbinders_3501_A,AF-P49027-F1-model_v6,0.288,344,1.0,0.964,1.195e-23,903,P49027
rank0007_ca6_proteinbinders_3501_A,AF-A0A223GEB2-F1-model_v6,0.28,344,1.0,0.984,1.5979999999999998e-23,901,A0A223GEB2
rank0007_ca6_proteinbinders_3501_A,AF-Q9C1X0-F1-model_v6,0.196,344,1.0,0.997,1.162e-22,900,Q9C1X0
rank0007_ca6_proteinbinders_3501_A,AF-Q9C4Z6-F1-model_v6,0.272,344,1.0,0.985,8.518e-24,900,Q9C4Z6
rank0007_ca6_proteinbinders_3501_A,AF-Q8NBT0-3-F1-model_v6,0.395,267,0.776,0.702,1.371e-21,900,Q8NBT0-3
rank0007_ca6_proteinbinders_3501_A,AF-C6HTE8-F1-model_v6,0.337,345,0.855,0.757,1.711e-22,900,C6HTE8
rank0007_ca6_proteinbinders_3501_A,AF-P62882-F1-model_v6,0.269,341,0.991,0.853,2.856e-23,897,P62882
rank0007_ca6_proteinbinders_3501_A,AF-Q5FVN8-F1-model_v6,0.348,309,0.872,0.649,4.206e-23,897,Q5FVN8
rank0007_ca6_proteinbinders_3501_A,AF-Q8IZU2-2-F1-model_v6,0.295,333,0.968,0.227,3.818e-23,896,Q8IZU2-2
rank0007_ca6_proteinbinders_3501_A,AF-G4MQX3-F1-model_v6,0.281,344,1.0,0.981,8.691999999999999e-23,895,G4MQX3
rank0007_ca6_proteinbinders_3501_A,AF-Q5RAC9-F1-model_v6,0.28,288,0.837,0.466,3.818e-23,894,Q5RAC9
rank0007_ca6_proteinbinders_3501_A,AF-Q5XGI5-F1-model_v6,0.248,341,0.991,0.924,1.0049999999999999e-22,893,Q5XGI5
rank0007_ca6_proteinbinders_3501_A,AF-Q5BE22-F1-model_v6,0.267,344,1.0,0.664,2.1359999999999998e-23,893,Q5BE22
rank0007_ca6_proteinbinders_3501_A,AF-Q40687-F1-model_v6,0.268,343,0.997,0.839,1.195e-23,892,Q40687
rank0007_ca6_proteinbinders_3501_A,AF-Q4WT34-F1-model_v6,0.267,344,1.0,0.662,1.9389999999999998e-23,890,Q4WT34
rank0007_ca6_proteinbinders_3501_A,AF-Q7RY30-F1-model_v6,0.329,348,0.988,0.768,1.566e-24,890,Q7RY30
rank0007_ca6_proteinbinders_3501_A,AF-A7EKM8-F1-model_v6,0.358,304,0.811,0.664,8.869999999999999e-22,890,A7EKM8
rank0007_ca6_proteinbinders_3501_A,AF-O48847-3-F1-model_v6,0.284,342,0.994,0.368,1.317e-23,890,O48847-3
rank0007_ca6_proteinbinders_3501_A,AF-Q9UT85-F1-model_v6,0.26,341,0.991,0.586,6.501999999999999e-23,889,Q9UT85
rank0007_ca6_proteinbinders_3501_A,AF-Q94BR4-F1-model_v6,0.276,288,0.837,0.549,2.4009999999999996e-22,888,Q94BR4
rank0007_ca6_proteinbinders_3501_A,AF-Q8C0J2-F1-model_v6,0.273,288,0.837,0.466,5.902e-23,888,Q8C0J2
rank0007_ca6_proteinbinders_3501_A,AF-C1GB49-F1-model_v6,0.329,372,0.988,0.778,2.42e-24,887,C1GB49
rank0007_ca6_proteinbinders_3501_A,AF-P93397-F1-model_v6,0.266,341,0.991,0.836,3.6379999999999996e-23,886,P93397
rank0007_ca6_proteinbinders_3501_A,AF-P0CS48-F1-model_v6,0.266,344,1.0,0.638,3.6379999999999996e-23,886,P0CS48
rank0007_ca6_proteinbinders_3501_A,AF-P87060-F1-model_v6,0.25,369,0.977,0.476,2.9139999999999996e-22,886,P87060
rank0007_ca6_proteinbinders_3501_A,AF-Q55AR8-F1-model_v6,0.255,339,0.985,0.842,1.6309999999999998e-22,885,Q55AR8
rank0007_ca6_proteinbinders_3501_A,AF-Q7KWL3-F1-model_v6,0.214,340,0.988,0.67,1.7959999999999999e-22,885,Q7KWL3
rank0007_ca6_proteinbinders_3501_A,AF-Q9NSI6-3-F1-model_v6,0.27,366,0.983,0.166,2.451e-21,885,Q9NSI6-3
rank0007_ca6_proteinbinders_3501_A,AF-B6GZD3-F1-model_v6,0.305,355,0.991,0.765,1.811e-24,884,B6GZD3
rank0007_ca6_proteinbinders_3501_A,AF-B8M7Q5-F1-model_v6,0.311,341,0.991,0.487,4.670000000000001e-25,884,B8M7Q5
rank0007_ca6_proteinbinders_3501_A,AF-Q54LT8-F1-model_v6,0.225,338,0.983,0.983,3.818e-23,883,Q54LT8
rank0007_ca6_proteinbinders_3501_A,AF-C4JZS6-F1-model_v6,0.304,340,0.983,0.762,6.07e-24,883,C4JZS6
rank0007_ca6_proteinbinders_3501_A,AF-O42469-F1-model_v6,0.263,287,0.834,0.368,2.5209999999999997e-22,883,O42469
rank0007_ca6_proteinbinders_3501_A,AF-O94620-F1-model_v6,0.259,338,0.983,0.871,2.5209999999999997e-22,882,O94620
rank0007_ca6_proteinbinders_3501_A,AF-Q20636-F1-model_v6,0.277,341,0.991,0.81,5.623e-23,882,Q20636
rank0007_ca6_proteinbinders_3501_A,AF-Q676U5-5-F1-model_v6,0.28,288,0.837,0.637,9.123e-23,881,Q676U5-5
rank0007_ca6_proteinbinders_3501_A,AF-Q9Y3F4-2-F1-model_v6,0.219,338,0.983,0.826,7.162e-23,879,Q9Y3F4-2
rank0007_ca6_proteinbinders_3501_A,AF-B2AEZ5-F1-model_v6,0.321,358,0.988,0.772,3.565e-24,879,B2AEZ5
rank0007_ca6_proteinbinders_3501_A,AF-Q8C0J2-2-F1-model_v6,0.273,288,0.837,0.481,1.0549999999999999e-22,878,Q8C0J2-2
rank0007_ca6_proteinbinders_3501_A,AF-Q21215-F1-model_v6,0.295,344,1.0,0.972,6.824e-23,877,Q21215
rank0007_ca6_proteinbinders_3501_A,AF-D5GBI7-F1-model_v6,0.335,342,0.988,0.757,6.07e-24,877,D5GBI7
rank0007_ca6_proteinbinders_3501_A,AF-Q2UGU1-F1-model_v6,0.318,349,0.988,0.767,1.725e-24,877,Q2UGU1
rank0007_ca6_proteinbinders_3501_A,AF-Q5ZME8-F1-model_v6,0.276,340,0.988,0.602,8.94e-24,877,Q5ZME8
rank0007_ca6_proteinbinders_3501_A,AF-Q5I0B9-2-F1-model_v6,0.292,286,0.831,0.523,1.0049999999999999e-22,877,Q5I0B9-2
rank0007_ca6_proteinbinders_3501_A,AF-Q0U1B1-F1-model_v6,0.336,356,0.988,0.771,6.07e-24,875,Q0U1B1
rank0007_ca6_proteinbinders_3501_A,AF-Q6DH44-F1-model_v6,0.253,342,0.994,0.924,4.504999999999999e-22,874,Q6DH44
rank0007_ca6_proteinbinders_3501_A,AF-P93398-F1-model_v6,0.264,343,0.997,0.841,9.123e-23,874,P93398
rank0007_ca6_proteinbinders_3501_A,AF-Q5ZMC3-F1-model_v6,0.314,307,0.866,0.645,2.9139999999999996e-22,874,Q5ZMC3
rank0007_ca6_proteinbinders_3501_A,AF-O24456-F1-model_v6,0.288,344,1.0,0.985,9.575e-23,873,O24456
rank0007_ca6_proteinbinders_3501_A,AF-Q676U5-2-F1-model_v6,0.28,288,0.837,0.481,1.41e-22,873,Q676U5-2
rank0007_ca6_proteinbinders_3501_A,AF-P62883-F1-model_v6,0.303,303,0.858,0.971,1.026e-21,872,P62883
rank0007_ca6_proteinbinders_3501_A,AF-Q8C0J2-3-F1-model_v6,0.273,288,0.837,0.454,1.6309999999999998e-22,872,Q8C0J2-3
rank0007_ca6_proteinbinders_3501_A,AF-Q9DAJ4-F1-model_v6,0.238,340,0.988,0.914,3.712e-22,871,Q9DAJ4
rank0007_ca6_proteinbinders_3501_A,AF-Q42384-F1-model_v6,0.232,344,1.0,0.619,1.162e-22,871,Q42384
rank0007_ca6_proteinbinders_3501_A,AF-O43660-F1-model_v6,0.264,344,1.0,0.584,1.107e-22,870,O43660
rank0007_ca6_proteinbinders_3501_A,AF-Q676U5-F1-model_v6,0.282,286,0.831,0.463,1.9789999999999997e-22,870,Q676U5
rank0007_ca6_proteinbinders_3501_A,AF-B2VWG7-F1-model_v6,0.33,355,0.988,0.77,1.5979999999999998e-23,869,B2VWG7
rank0007_ca6_proteinbinders_3501_A,AF-C5GVJ9-F1-model_v6,0.311,367,0.988,0.776,1.139e-23,869,C5GVJ9
rank0007_ca6_proteinbinders_3501_A,AF-P38129-F1-model_v6,0.321,322,0.916,0.404,6.371e-24,869,P38129
rank0007_ca6_proteinbinders_3501_A,AF-Q2UQ34-F1-model_v6,0.229,338,0.983,0.937,7.732e-24,868,Q2UQ34
rank0007_ca6_proteinbinders_3501_A,AF-C5JD40-F1-model_v6,0.311,367,0.988,0.776,1.317e-23,868,C5JD40
rank0007_ca6_proteinbinders_3501_A,AF-Q8N9V3-F1-model_v6,0.308,344,1.0,0.653,2.6449999999999995e-22,868,Q8N9V3
rank0007_ca6_proteinbinders_3501_A,AF-Q04726-4-F1-model_v6,0.267,287,0.834,0.365,8.051999999999999e-22,867,Q04726-4
rank0007_ca6_proteinbinders_3501_A,AF-P93563-F1-model_v6,0.261,343,0.997,0.841,7.162e-23,866,P93563
rank0007_ca6_proteinbinders_3501_A,AF-F4KB17-F1-model_v6,0.258,340,0.988,0.344,3.121e-21,866,F4KB17
rank0007_ca6_proteinbinders_3501_A,AF-Q5BLX8-F1-model_v6,0.241,340,0.988,0.914,4.963e-22,865,Q5BLX8
rank0007_ca6_proteinbinders_3501_A,AF-Q75AV4-F1-model_v6,0.255,288,0.837,0.641,4.727999999999999e-22,865,Q75AV4
rank0007_ca6_proteinbinders_3501_A,AF-B7PY76-F1-model_v6,0.277,325,0.866,0.765,3.8959999999999997e-22,864,B7PY76
rank0007_ca6_proteinbinders_3501_A,AF-Q6NNP0-F1-model_v6,0.264,297,0.863,0.576,3.5369999999999996e-22,864,Q6NNP0
rank0007_ca6_proteinbinders_3501_A,AF-A1CF18-F1-model_v6,0.308,357,0.991,0.821,6.371e-24,863,A1CF18
rank0007_ca6_proteinbinders_3501_A,AF-Q04726-6-F1-model_v6,0.263,287,0.834,0.368,8.869999999999999e-22,863,Q04726-6
rank0007_ca6_proteinbinders_3501_A,AF-B8M0Q1-F1-model_v6,0.285,352,0.988,0.767,5.357e-23,862,B8M0Q1
rank0007_ca6_proteinbinders_3501_A,AF-Q6NLV4-F1-model_v6,0.257,344,1.0,0.451,1.162e-22,861,Q6NLV4
rank0007_ca6_proteinbinders_3501_A,AF-Q6CKE8-F1-model_v6,0.249,344,1.0,0.696,2.1799999999999997e-22,860,Q6CKE8
rank0007_ca6_proteinbinders_3501_A,AF-Q00664-F1-model_v6,0.273,340,0.988,0.766,3.818e-23,860,Q00664
rank0007_ca6_proteinbinders_3501_A,AF-A2RRU3-F1-model_v6,0.268,288,0.837,0.528,4.597e-21,860,A2RRU3
rank0007_ca6_proteinbinders_3501_A,AF-A0AUS0-F1-model_v6,0.286,344,1.0,0.639,1.2199999999999999e-22,859,A0AUS0
rank0007_ca6_proteinbinders_3501_A,AF-Q9UTN4-F1-model_v6,0.283,307,0.837,0.603,4.504999999999999e-22,859,Q9UTN4
rank0007_ca6_proteinbinders_3501_A,AF-Q5XGE2-F1-model_v6,0.233,344,1.0,0.557,2.6449999999999995e-22,858,Q5XGE2
rank0007_ca6_proteinbinders_3501_A,AF-Q25306-F1-model_v6,0.303,303,0.858,0.971,2.974e-21,857,Q25306
rank0007_ca6_proteinbinders_3501_A,AF-Q4I7X1-F1-model_v6,0.232,308,0.837,0.503,7.670999999999999e-22,857,Q4I7X1
rank0007_ca6_proteinbinders_3501_A,AF-P16371-2-F1-model_v6,0.26,287,0.834,0.392,1.245e-21,857,P16371-2
rank0007_ca6_proteinbinders_3501_A,AF-U4PCM1-F1-model_v6,0.237,344,1.0,0.363,3.2099999999999996e-22,856,U4PCM1
rank0007_ca6_proteinbinders_3501_A,AF-Q6P4J8-F1-model_v6,0.268,340,0.988,0.602,4.007e-23,855,Q6P4J8
rank0007_ca6_proteinbinders_3501_A,AF-Q5I0B9-F1-model_v6,0.292,286,0.831,0.452,3.8959999999999997e-22,855,Q5I0B9
rank0007_ca6_proteinbinders_3501_A,AF-P16649-F1-model_v6,0.282,378,1.0,0.53,7.367e-24,854,P16649
rank0007_ca6_proteinbinders_3501_A,AF-Q07141-F1-model_v6,0.26,287,0.834,0.377,1.371e-21,854,Q07141
rank0007_ca6_proteinbinders_3501_A,AF-Q2HBX6-F1-model_v6,0.328,357,0.988,0.786,1.677e-23,853,Q2HBX6
rank0007_ca6_proteinbinders_3501_A,AF-P41318-F1-model_v6,0.264,294,0.855,0.97,1.13e-21,852,P41318
rank0007_ca6_proteinbinders_3501_A,AF-Q54H44-F1-model_v6,0.2,344,1.0,0.991,4.8629999999999996e-23,852,Q54H44
rank0007_ca6_proteinbinders_3501_A,AF-Q04726-3-F1-model_v6,0.267,287,0.834,0.369,1.924e-21,851,Q04726-3
rank0007_ca6_proteinbinders_3501_A,AF-Q9LXN4-F1-model_v6,0.254,350,0.837,0.342,4.963e-22,851,Q9LXN4
rank0007_ca6_proteinbinders_3501_A,AF-C7Z6H2-F1-model_v6,0.303,353,0.988,0.788,1.5979999999999998e-23,850,C7Z6H2
rank0007_ca6_proteinbinders_3501_A,AF-Q28DW0-F1-model_v6,0.351,312,0.837,0.937,2.335e-21,849,Q28DW0
rank0007_ca6_proteinbinders_3501_A,AF-A1D7I5-F1-model_v6,0.232,338,0.983,0.938,2.353e-23,849,A1D7I5
rank0007_ca6_proteinbinders_3501_A,AF-Q2GT28-F1-model_v6,0.34,347,0.988,0.766,3.146e-23,849,Q2GT28
rank0007_ca6_proteinbinders_3501_A,AF-B6QC56-F1-model_v6,0.285,352,0.988,0.767,7.162e-23,849,B6QC56
rank0007_ca6_proteinbinders_3501_A,AF-O76071-F1-model_v6,0.35,316,0.837,0.932,1.51e-21,848,O76071
rank0007_ca6_proteinbinders_3501_A,AF-Q2KJJ5-F1-model_v6,0.218,480,0.953,0.6,3.171e-25,848,Q2KJJ5
rank0007_ca6_proteinbinders_3501_A,AF-Q04727-2-F1-model_v6,0.267,287,0.834,0.401,2.572e-21,847,Q04727-2
rank0007_ca6_proteinbinders_3501_A,AF-Q75BY3-F1-model_v6,0.263,344,1.0,0.711,3.2099999999999996e-22,846,Q75BY3
rank0007_ca6_proteinbinders_3501_A,AF-Q4V7Y7-F1-model_v6,0.279,341,0.991,0.45,1.924e-21,846,Q4V7Y7
rank0007_ca6_proteinbinders_3501_A,AF-Q08122-4-F1-model_v6,0.263,287,0.834,0.361,2.7e-21,846,Q08122-4
